order_id,order_date,order_time,customer_segment,order_value,cuisine_type,delivery_time_mins,promo_code_used,is_reorder
1120,2026-06-26,19:13:24,Off-Campus,18.63,Mediterranean,28,No,Yes
1121,2026-06-27,11:11:18,Grad Student,26.56,Pizza,38,No,No
1122,2026-06-27,15:13:18,Dorm,20.47,Mediterranean,27,No,Yes
1123,2026-06-27,18:02:53,Grad Student,23.50,Mediterranean,28,No,No
1124,2026-06-28,10:37:15,Dorm,18.95,Indian,34,No,No
1125,2026-06-28,16:45:02,Off-Campus,14.26,Pizza,26,No,Yes
1126,2026-06-29,13:23:43,Dorm,12.40,Burgers,24,No,No
1127,2026-06-29,15:26:28,Greek Life,37.93,Pizza,39,No,Yes
1128,2026-06-29,18:40:51,Dorm,12.56,Indian,29,No,
1129,2026-06-29,18:55:54,Dorm,18.18,Indian,35,Yes,Yes
1130,2026-06-30,10:36:32,Dorm,21.35,Mediterranean,30,No,No
1131,2026-06-30,13:04:24,Off-Campus,18.58,Mexican,31,Yes,No
1132,2026-06-30,19:12:32,Dorm,17.79,Asian,20,Yes,Yes
